"CRASH DATE","CRASH TIME","BOROUGH","ZIP CODE","LATITUDE","LONGITUDE","LOCATION","ON STREET NAME","CROSS STREET NAME","OFF STREET NAME","NUMBER OF PERSONS INJURED","NUMBER OF PERSONS KILLED","NUMBER OF PEDESTRIANS INJURED","NUMBER OF PEDESTRIANS KILLED","NUMBER OF CYCLIST INJURED","NUMBER OF CYCLIST KILLED","NUMBER OF MOTORIST INJURED","NUMBER OF MOTORIST KILLED","CONTRIBUTING FACTOR VEHICLE 1","CONTRIBUTING FACTOR VEHICLE 2","CONTRIBUTING FACTOR VEHICLE 3","CONTRIBUTING FACTOR VEHICLE 4","CONTRIBUTING FACTOR VEHICLE 5","COLLISION_ID","VEHICLE TYPE CODE 1","VEHICLE TYPE CODE 2","VEHICLE TYPE CODE 3","VEHICLE TYPE CODE 4","VEHICLE TYPE CODE 5"
"01/24/2022",10:28:00,"QUEENS",11358,40.758785,-73.79047,"(40.758785, -73.79047)",NA,NA,"42-32     191 STREET",0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4497550,"Dump",NA,NA,NA,NA
"01/24/2022",06:34:00,"MANHATTAN",10021,40.77233,-73.958725,"(40.77233, -73.958725)","3 AVENUE","EAST 76 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4497268,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"01/24/2022",11:51:00,"MANHATTAN",10025,40.792126,-73.97178,"(40.792126, -73.97178)","AMSTERDAM AVENUE","WEST 93 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4497264,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"08/03/2021",12:39:00,"QUEENS",11379,40.72165,-73.886444,"(40.72165, -73.886444)","ELIOT AVENUE","72 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4443779,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"01/25/2022",19:52:00,"BROOKLYN",11236,40.653378,-73.90658,"(40.653378, -73.90658)","ROCKAWAY AVENUE","DITMAS AVENUE",NA,0,1,0,0,0,0,0,1,"Driver Inexperience","Unspecified",NA,NA,NA,4497898,"Garbage or Refuse","Motorscooter",NA,NA,NA
"07/29/2021",10:25:00,"STATEN ISLAND",10304,40.61816,-74.08492,"(40.61816, -74.08492)","TARGEE STREET","WAVERLY PLACE",NA,0,1,0,0,0,0,0,1,"Driver Inexperience","Unspecified",NA,NA,NA,4444034,"Motorcycle",NA,NA,NA,NA
"08/05/2021",23:12:00,"BRONX",10463,40.874615,-73.90472,"(40.874615, -73.90472)","BAILEY AVENUE","WEST 229 STREET",NA,1,1,0,0,0,0,1,1,"Tinted Windows","Unspecified",NA,NA,NA,4444800,"Motorcycle","Sedan",NA,NA,NA
"07/29/2021",13:12:00,"BROOKLYN",11221,40.68609,-73.93867,"(40.68609, -73.93867)","MARCUS GARVEY BOULEVARD","MADISON STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4441729,"Sedan",NA,NA,NA,NA
"04/22/2021",08:01:00,"MANHATTAN",10035,40.8036981,-73.9379121,"(40.8036981, -73.9379121)","EAST 124 STREET","LEXINGTON AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way","Failure to Yield Right-of-Way",NA,NA,NA,4410387,"Tractor Truck Diesel","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"08/10/2021",13:28:00,"BRONX",10467,40.885693,-73.86165,"(40.885693, -73.86165)","WHITE PLAINS ROAD","EAST 222 STREET",NA,2,1,0,0,0,0,2,1,"Unsafe Speed","Unspecified",NA,NA,NA,4445781,"Minibike","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"07/16/2021",08:00:00,"QUEENS",11365,40.741623,-73.79109,"(40.741623, -73.79109)","58 AVENUE","184 STREET",NA,0,1,0,1,0,0,0,0,"Backing Unsafely",NA,NA,NA,NA,4446308,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"08/14/2021",02:20:00,"BROOKLYN",11201,40.69056,-73.98511,"(40.69056, -73.98511)","FULTON STREET","HOYT STREET",NA,0,1,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4447625,"Sedan","E-Scooter",NA,NA,NA
"08/07/2021",21:30:00,"MANHATTAN",10033,40.84992,-73.93148,"(40.84992, -73.93148)","AUDUBON AVENUE","WEST 183 STREET",NA,3,1,3,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4444798,"Sedan",NA,NA,NA,NA
"08/24/2021",20:03:00,"BROOKLYN",11219,40.62615,-74.00494,"(40.62615, -74.00494)","12 AVENUE","67 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4450585,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"08/27/2021",17:31:00,"BROOKLYN",11207,40.654488,-73.89521,"(40.654488, -73.89521)","STANLEY AVENUE","WILLIAMS AVENUE",NA,0,1,0,0,0,0,0,1,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,4451379,"Sedan","Motorcycle",NA,NA,NA
"08/27/2021",10:02:00,"BROOKLYN",11214,40.61068,-74.00669,"(40.61068, -74.00669)","85 STREET","16 AVENUE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4451303,"Pick-up Truck",NA,NA,NA,NA
"11/03/2021",08:35:00,"QUEENS",11377,40.741047,-73.91818,"(40.741047, -73.91818)","47 AVENUE","47 STREET",NA,0,1,0,0,0,1,0,0,"Unspecified","Unspecified",NA,NA,NA,4474072,"Box Truck","Bike",NA,NA,NA
"11/02/2021",11:18:00,"BROOKLYN",11211,40.715282,-73.95144,"(40.715282, -73.95144)","MEEKER AVENUE","SKILLMAN AVENUE",NA,0,1,0,0,0,0,0,1,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4473468,"Box Truck","Motorcycle",NA,NA,NA
"08/29/2021",03:56:00,"BROOKLYN",11233,40.68316,-73.93809,"(40.68316, -73.93809)","MARCUS GARVEY BOULEVARD","HALSEY STREET",NA,0,1,0,0,0,0,0,1,"Unspecified","Unspecified",NA,NA,NA,4452541,"Motorcycle",NA,NA,NA,NA
"09/02/2021",10:54:00,"BROOKLYN",11205,40.694576,-73.95615,"(40.694576, -73.95615)","MYRTLE AVENUE","BEDFORD AVENUE",NA,1,1,1,1,0,0,0,0,"View Obstructed/Limited",NA,NA,NA,NA,4453656,"Flat Bed",NA,NA,NA,NA
"02/01/2022",06:55:00,"BROOKLYN",11226,40.634907,-73.96132,"(40.634907, -73.96132)","FOSTER AVENUE","EAST 17 STREET",NA,0,1,0,1,0,0,0,0,"Traffic Control Disregarded",NA,NA,NA,NA,4499277,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"08/17/2021",20:10:00,"MANHATTAN",10023,40.779922,-73.98068,"(40.779922, -73.98068)","WEST 74 STREET","AMSTERDAM AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4448651,"Taxi",NA,NA,NA,NA
"09/07/2021",20:30:00,"BRONX",10463,40.877235,-73.91781,"(40.877235, -73.91781)","KAPPOCK STREET","JOHNSON AVENUE",NA,1,1,0,1,0,0,1,0,"Unspecified",NA,NA,NA,NA,4455073,"Bus",NA,NA,NA,NA
"09/07/2021",19:12:00,"BRONX",10458,40.857277,-73.888466,"(40.857277, -73.888466)","LORILLARD PLACE","EAST 188 STREET",NA,0,1,0,0,0,0,0,1,"Unspecified","Unspecified",NA,NA,NA,4454987,"Minicycle","Van",NA,NA,NA
"11/09/2021",10:16:00,"MANHATTAN",10029,40.794464,-73.93964,"(40.794464, -73.93964)","2 AVENUE","EAST 112 STREET",NA,0,1,0,0,0,0,0,1,"Unsafe Speed","Unspecified",NA,NA,NA,4476600,"Sedan","Motorbike",NA,NA,NA
"02/21/2022",15:13:00,"QUEENS",11385,40.710777,-73.86502,"(40.710777, -73.86502)","COOPER AVENUE","88 STREET",NA,3,1,0,0,0,0,3,1,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4504806,"Moped","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"02/05/2022",16:46:00,"BROOKLYN",11235,40.577187,-73.95008,"(40.577187, -73.95008)","ORIENTAL BOULEVARD","COLERIDGE STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4500449,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"11/14/2021",05:51:00,"BROOKLYN",11235,40.588512,-73.949356,"(40.588512, -73.949356)","OCEAN AVENUE","AVENUE Z",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4477393,"Sedan",NA,NA,NA,NA
"02/06/2022",02:09:00,"BROOKLYN",11216,40.670006,-73.95328,"(40.670006, -73.95328)","EASTERN PARKWAY","ROGERS AVENUE",NA,4,1,0,0,0,0,4,1,"Unsafe Speed","Unspecified",NA,NA,NA,4500420,"Sedan","Sedan",NA,NA,NA
"07/10/2022",02:14:00,"BROOKLYN",11238,40.679375,-73.96408,"(40.679375, -73.96408)","WASHINGTON AVENUE","DEAN STREET",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",NA,NA,NA,4544900,"Sedan",NA,NA,NA,NA
"12/16/2021",13:45:00,"MANHATTAN",10038,40.711346,-73.99679,"(40.711346, -73.99679)","CATHERINE STREET","MONROE STREET",NA,0,1,0,1,0,0,0,0,"Animals Action","Unspecified","Unspecified","Unspecified",NA,4487211,"Bus","Sedan","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA
"01/16/2022",11:08:00,"MANHATTAN",10018,40.757694,-74.000595,"(40.757694, -74.000595)","WEST 37 STREET","11 AVENUE",NA,0,1,0,0,0,1,0,0,"Pavement Defective",NA,NA,NA,NA,4495187,"Bike",NA,NA,NA,NA
"11/29/2021",12:03:00,"BRONX",10459,40.82681,-73.889984,"(40.82681, -73.889984)","EAST 167 STREET","VYSE AVENUE",NA,0,1,0,0,0,0,0,1,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4482713,"Motorbike","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"04/22/2022",15:56:00,"BROOKLYN",11204,0,0,"(0.0, 0.0)","AVENUE P","WEST 4 STREET",NA,2,1,0,0,0,0,2,1,"Drugs (illegal)","Unsafe Speed",NA,NA,NA,4521823,"Station Wagon/Sport Utility Vehicle","Motorcycle",NA,NA,NA
"12/03/2021",11:33:00,"BRONX",10459,40.822422,-73.88588,"(40.822422, -73.88588)","BRUCKNER BOULEVARD","WHITTIER STREET",NA,0,1,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4483159,"Station Wagon/Sport Utility Vehicle","E-Bike",NA,NA,NA
"12/13/2018",21:50:00,"MANHATTAN",10075,40.77234,-73.95269,"(40.77234, -73.95269)","EAST 79 STREET","1 AVENUE",NA,0,1,0,1,0,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion",NA,NA,NA,NA,4053971,"Sedan",NA,NA,NA,NA
"06/27/2021",12:30:00,"BROOKLYN",11236,40.646175,-73.920105,"(40.646175, -73.920105)","RALPH AVENUE","COVENTRY ROAD",NA,0,1,0,0,0,1,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion",NA,NA,NA,NA,4484778,"Bike",NA,NA,NA,NA
"02/24/2022",09:50:00,"QUEENS",11423,40.730194,-73.77758,"(40.730194, -73.77758)","UNION TURNPIKE","193 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4505331,"Box Truck",NA,NA,NA,NA
"04/28/2022",12:30:00,"BRONX",10469,40.87126,-73.84992,"(40.87126, -73.84992)","BOUCK AVENUE","BURKE AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4523147,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"04/29/2022",11:40:00,"MANHATTAN",10016,40.74668,-73.9745,"(40.74668, -73.9745)","2 AVENUE","EAST 37 STREET",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4524160,"Bus",NA,NA,NA,NA
"02/26/2022",02:33:00,"QUEENS",11419,40.689003,-73.829346,"(40.689003, -73.829346)","101 AVENUE","115 STREET",NA,2,1,0,0,0,0,2,1,"Unsafe Speed","Unspecified",NA,NA,NA,4506087,"Sedan","Sedan",NA,NA,NA
"03/04/2022",18:11:00,"BROOKLYN",11214,40.61157,-73.994606,"(40.61157, -73.994606)","19 AVENUE","76 STREET",NA,1,1,1,1,0,0,0,0,"Traffic Control Disregarded",NA,NA,NA,NA,4507537,"E-Bike",NA,NA,NA,NA
"02/17/2022",19:40:00,"QUEENS",11362,40.762386,-73.742935,"(40.762386, -73.742935)","DOUGLASTON PARKWAY","RUSHMORE AVENUE",NA,0,1,0,0,0,0,0,1,"Fell Asleep",NA,NA,NA,NA,4503626,"Sedan",NA,NA,NA,NA
"05/02/2022",02:47:00,"MANHATTAN",10002,40.72293,-73.98865,"(40.72293, -73.98865)","EAST HOUSTON STREET","1 AVENUE",NA,3,1,0,1,0,0,3,0,"Alcohol Involvement","Unspecified",NA,NA,NA,4524167,"Sedan","Taxi",NA,NA,NA
"02/18/2022",18:10:00,"BROOKLYN",11210,40.631565,-73.94635,"(40.631565, -73.94635)",NA,NA,"1598      FLATBUSH AVENUE",0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4504027,"Bus",NA,NA,NA,NA
"07/10/2022",20:47:00,"STATEN ISLAND",10309,40.508614,-74.22375,"(40.508614, -74.22375)","HYLAN BOULEVARD","RICHARD AVENUE",NA,6,3,0,0,0,0,6,3,"Unsafe Speed","Failure to Yield Right-of-Way",NA,NA,NA,4545310,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"09/24/2021",12:03:00,"BROOKLYN",11228,40.610863,-74.00864,"(40.610863, -74.00864)",NA,NA,"1532      86 STREET",0,1,0,1,0,0,0,0,"Turning Improperly",NA,NA,NA,NA,4460630,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"07/17/2022",13:09:00,"QUEENS",11691,40.59561,-73.77656,"(40.59561, -73.77656)","BEACH CHANNEL DRIVE","BEACH 45 STREET",NA,2,1,0,0,0,0,2,1,"Unsafe Speed","Unsafe Speed","Unspecified",NA,NA,4546808,"Motorcycle","Motorbike","Sedan",NA,NA
"07/09/2022",15:00:00,"BRONX",10463,40.87314,-73.90572,"(40.87314, -73.90572)","BAILEY AVENUE","WEST KINGSBRIDGE ROAD",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4545049,"Sedan",NA,NA,NA,NA
"03/15/2022",15:35:00,"QUEENS",11364,40.740723,-73.757164,"(40.740723, -73.757164)",NA,NA,"73-55     217 STREET",0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,4510810,"Sedan",NA,NA,NA,NA
"05/04/2022",08:22:00,"BRONX",10462,40.852352,-73.85852,"(40.852352, -73.85852)","NEILL AVENUE","PAULDING AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4525006,"Box Truck",NA,NA,NA,NA
"05/06/2022",13:14:00,"BROOKLYN",11232,40.662693,-73.995705,"(40.662693, -73.995705)","4 AVENUE","21 STREET",NA,0,1,0,0,0,0,0,0,"Traffic Control Disregarded","Pavement Slippery",NA,NA,NA,4525491,"Station Wagon/Sport Utility Vehicle","E-Bike",NA,NA,NA
"03/11/2022",21:25:00,"QUEENS",11354,40.765137,-73.81944,"(40.765137, -73.81944)","NORTHERN BOULEVARD","147 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4509549,"Sedan",NA,NA,NA,NA
"05/07/2022",20:14:00,"BRONX",10465,0,0,"(0.0, 0.0)","EAST TREMONT AVENUE","ROOSEVELT AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4525587,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"03/24/2022",22:34:00,"BRONX",10458,40.858543,-73.880974,"(40.858543, -73.880974)","SOUTHERN BOULEVARD","CROTONA AVENUE",NA,0,1,0,0,0,0,0,1,"Unspecified","Unspecified",NA,NA,NA,4513395,"Moped","Sedan",NA,NA,NA
"07/20/2022",22:04:00,"BRONX",10469,40.86755,-73.86151,"(40.86755, -73.86151)","BRONXWOOD AVENUE","WILLIAMSBRIDGE ROAD",NA,0,1,0,0,0,1,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion","Unspecified",NA,NA,NA,4548206,"Sedan","E-Bike",NA,NA,NA
"05/14/2022",11:02:00,"BRONX",10473,40.82071,-73.851585,"(40.82071, -73.851585)","OLMSTEAD AVENUE","SEWARD AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4528614,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"07/19/2022",14:25:00,"BRONX",10472,40.829044,-73.87444,"(40.829044, -73.87444)","MORRISON AVENUE","HARROD PLACE",NA,1,2,0,0,0,0,1,2,"Unsafe Speed","Unspecified","Unspecified",NA,NA,4549200,"Motorcycle","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA
"05/22/2022",22:47:00,"BRONX",10468,40.86531,-73.90333,"(40.86531, -73.90333)","UNIVERSITY AVENUE","WEST 190 STREET",NA,1,1,0,0,0,0,1,1,"Traffic Control Disregarded","Unspecified","Unspecified",NA,NA,4530824,"Station Wagon/Sport Utility Vehicle","Motorcycle","Station Wagon/Sport Utility Vehicle",NA,NA
"07/26/2022",10:49:00,"MANHATTAN",10028,40.780174,-73.95932,"(40.780174, -73.95932)","EAST 85 STREET","MADISON AVENUE",NA,0,1,0,0,0,1,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion","Unspecified",NA,NA,NA,4549643,"Tractor Truck Gasoline","Bike",NA,NA,NA
"05/26/2022",07:05:00,"STATEN ISLAND",10305,40.613373,-74.063255,"(40.613373, -74.063255)","SCARBORO AVENUE","ABBOTT STREET",NA,2,1,1,1,0,0,1,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4531423,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"05/28/2022",10:39:00,"QUEENS",11422,40.681927,-73.72874,"(40.681927, -73.72874)","128 AVENUE","238 STREET",NA,0,1,0,0,0,1,0,0,"Unspecified","Unspecified",NA,NA,NA,4532460,"Bus","Bike",NA,NA,NA
"05/30/2022",10:18:00,"BROOKLYN",11204,40.608593,-73.975,"(40.608593, -73.975)","AVENUE P","WEST 1 STREET",NA,3,1,0,1,0,0,3,0,"Traffic Control Disregarded","Unspecified","Unspecified","Unspecified",NA,4532525,"Station Wagon/Sport Utility Vehicle","Taxi","Box Truck","Station Wagon/Sport Utility Vehicle",NA
"06/01/2022",13:12:00,"BROOKLYN",11238,40.68815,-73.95987,"(40.68815, -73.95987)","CLASSON AVENUE","CLIFTON PLACE",NA,0,1,0,0,0,0,0,1,"Drugs (illegal)","Unspecified",NA,NA,NA,4533299,"Station Wagon/Sport Utility Vehicle","Motorcycle",NA,NA,NA
"06/02/2022",21:20:00,"QUEENS",11377,40.748993,-73.89687,"(40.748993, -73.89687)","69 STREET","BROADWAY",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4533809,NA,NA,NA,NA,NA
"06/01/2022",00:37:00,"QUEENS",11365,40.731247,-73.79385,"(40.731247, -73.79385)","UTOPIA PARKWAY","JEWEL AVENUE",NA,0,1,0,0,0,0,0,1,"Unsafe Speed",NA,NA,NA,NA,4533264,"Motorcycle",NA,NA,NA,NA
"06/04/2022",16:07:00,"MANHATTAN",10036,40.76428,-73.99859,"(40.76428, -73.99859)","12 AVENUE","WEST 46 STREET",NA,0,1,0,0,0,0,0,1,"Driver Inexperience",NA,NA,NA,NA,4534266,"Motorcycle",NA,NA,NA,NA
"06/04/2022",01:17:00,"BRONX",10454,40.808945,-73.92249,"(40.808945, -73.92249)",NA,NA,"387       EAST 138 STREET",0,1,0,0,0,0,0,1,"Driver Inattention/Distraction","Unspecified","Unspecified","Unspecified",NA,4535076,"Motorcycle","Sedan","Sedan","Sedan",NA
"06/05/2022",04:26:00,"BRONX",10456,40.83228,-73.90963,"(40.83228, -73.90963)","WEBSTER AVENUE","EAST 168 STREET",NA,0,1,0,0,0,0,0,1,"Unsafe Speed","Unspecified","Unspecified","Unspecified","Unspecified",4534134,"Station Wagon/Sport Utility Vehicle","Sedan","Station Wagon/Sport Utility Vehicle","Sedan","Station Wagon/Sport Utility Vehicle"
"07/20/2022",17:59:00,"QUEENS",11101,40.749054,-73.95222,"(40.749054, -73.95222)","VERNON BOULEVARD","44 DRIVE",NA,0,1,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4549374,"Station Wagon/Sport Utility Vehicle","E-Scooter",NA,NA,NA
"07/15/2022",22:30:00,"BRONX",10451,40.816532,-73.92822,"(40.816532, -73.92822)","GRAND CONCOURSE","EAST 144 STREET",NA,0,1,0,0,0,0,0,1,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,4549866,"Moped","Sedan",NA,NA,NA
"07/27/2022",08:30:00,"BRONX",10463,40.88548,-73.90904,"(40.88548, -73.90904)","WEST 235 STREET","OXFORD AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4550058,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"08/03/2022",04:00:00,"MANHATTAN",10034,40.865795,-73.920006,"(40.865795, -73.920006)","SHERMAN AVENUE","WEST 207 STREET",NA,5,2,0,2,0,0,5,0,"Unsafe Speed","Unspecified","Unspecified","Unspecified","Unspecified",4552542,"Sedan","Station Wagon/Sport Utility Vehicle","Sedan","Station Wagon/Sport Utility Vehicle","Sedan"
"07/17/2022",16:44:00,"MANHATTAN",10026,40.804417,-73.955376,"(40.804417, -73.955376)","8 AVENUE","WEST 116 STREET",NA,1,1,1,0,0,0,0,1,"Traffic Control Disregarded",NA,NA,NA,NA,4547098,"Motorcycle",NA,NA,NA,NA
"06/12/2022",03:45:00,"BRONX",10459,40.8253,-73.890686,"(40.8253, -73.890686)","WESTCHESTER AVENUE","HOE AVENUE",NA,0,1,0,1,0,0,0,0,"Unsafe Speed",NA,NA,NA,NA,4536364,NA,NA,NA,NA,NA
"07/24/2022",18:28:00,"BRONX",10457,40.84516,-73.89061,"(40.84516, -73.89061)",NA,NA,"715       EAST TREMONT AVENUE",0,1,0,0,0,0,0,1,"Passing or Lane Usage Improper","Unspecified",NA,NA,NA,4553560,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"06/15/2022",11:47:00,"BROOKLYN",11221,40.693447,-73.917015,"(40.693447, -73.917015)","CENTRAL AVENUE","PALMETTO STREET",NA,0,1,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4537612,"Box Truck","E-Bike",NA,NA,NA
"05/03/2022",17:55:00,"MANHATTAN",10075,40.771023,-73.95365,"(40.771023, -73.95365)","EAST 77 STREET","1 AVENUE",NA,0,1,0,1,0,0,0,0,"Alcohol Involvement",NA,NA,NA,NA,4525010,"Pick-up Truck",NA,NA,NA,NA
"06/21/2022",18:54:00,"QUEENS",11378,40.72852,-73.90573,"(40.72852, -73.90573)","MAURICE AVENUE","54 AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4539794,"Chassis Cab",NA,NA,NA,NA
"06/24/2022",02:14:00,"BROOKLYN",11221,40.688698,-73.942085,"(40.688698, -73.942085)","LEXINGTON AVENUE","THROOP AVENUE",NA,0,1,0,0,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,4540551,"Sedan","E-Bike",NA,NA,NA
"06/25/2022",04:05:00,"BROOKLYN",11236,40.65188,-73.895874,"(40.65188, -73.895874)","EAST 108 STREET","FARRAGUT ROAD",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4540552,"Sedan",NA,NA,NA,NA
"06/25/2022",19:10:00,"BROOKLYN",11233,40.684147,-73.922966,"(40.684147, -73.922966)","RALPH AVENUE","MACON STREET",NA,4,1,2,1,1,0,1,0,"Unsafe Speed","Passing or Lane Usage Improper","Unspecified","Unspecified","Unspecified",4541939,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Sedan","E-Bike","Bike"
"06/21/2022",22:46:00,"BROOKLYN",11236,40.63693,-73.91109,"(40.63693, -73.91109)","EAST 83 STREET","FLATLANDS AVENUE",NA,0,1,0,0,0,1,0,0,"Traffic Control Disregarded","Unspecified",NA,NA,NA,4539610,"Sedan","Bike",NA,NA,NA
"08/11/2022",18:41:00,"MANHATTAN",10011,40.74463,-73.99898,"(40.74463, -73.99898)","8 AVENUE","WEST 22 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,4554469,"Bike",NA,NA,NA,NA
"08/14/2022",21:22:00,"BRONX",10463,40.87078,-73.90686,"(40.87078, -73.90686)","BAILEY AVENUE","WEST 193 STREET",NA,1,1,0,0,0,0,1,1,"Driver Inexperience","Turning Improperly",NA,NA,NA,4555472,"Motorscooter","Sedan",NA,NA,NA
"08/20/2022",12:30:00,"BROOKLYN",11204,40.613995,-73.99538,"(40.613995, -73.99538)","18 AVENUE","74 STREET",NA,0,1,0,0,0,0,0,0,"View Obstructed/Limited","View Obstructed/Limited",NA,NA,NA,4558100,"Sedan","E-Scooter",NA,NA,NA
"08/24/2022",11:05:00,"MANHATTAN",10007,40.716534,-74.00668,"(40.716534, -74.00668)","CHURCH STREET","THOMAS STREET",NA,0,1,0,0,0,0,0,0,"Driver Inattention/Distraction","Outside Car Distraction",NA,NA,NA,4558101,"Sedan","E-Scooter",NA,NA,NA
"08/30/2022",16:25:00,"BROOKLYN",11207,40.658577,-73.89063,"(40.658577, -73.89063)","PENNSYLVANIA AVENUE","LINDEN BOULEVARD",NA,0,1,0,0,0,1,0,0,"View Obstructed/Limited","Unspecified",NA,NA,NA,4559907,"Tractor Truck Diesel","E-Bike",NA,NA,NA
"09/01/2022",17:28:00,"QUEENS",11369,40.76454,-73.8698,"(40.76454, -73.8698)","100 STREET","MCINTOSH STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4560647,"Pick-up Truck",NA,NA,NA,NA
"03/12/2021",22:14:00,"BROOKLYN",11208,40.67412,-73.88081,"(40.67412, -73.88081)","PITKIN AVENUE","SHEPHERD AVENUE",NA,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,4399035,"Sedan",NA,NA,NA,NA
"02/17/2021",23:06:00,"BROOKLYN",11216,40.678722,-73.952995,"(40.678722, -73.952995)","ATLANTIC AVENUE","BEDFORD AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4393789,NA,NA,NA,NA,NA
"04/01/2021",06:16:00,"BROOKLYN",11201,40.69365,-73.98333,"(40.69365, -73.98333)","FLATBUSH AVENUE EXTENSION","MYRTLE AVENUE",NA,0,1,0,1,0,0,0,0,"Unsafe Speed",NA,NA,NA,NA,4404420,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
